[7l----total-cpu-usage---- -dsk/total- ------memory-usage----- -net/total- --io/total- ------sockets------ ----tcp-sockets----
usr sys idl wai hiq siq| read  writ| used  buff  cach  free| recv  send| read  writ|tot tcp udp raw frg|lis act syn tim clo
 17   4  79   0   0   1|   0   372k|5186M  392M 56.8G  723M|1590k 5391k|   0  16.0 |417 210  20   0   0| 20 179   1   2 451
 18   3  79   0   0   1|   0     0 |5187M  392M 56.8G  723M|1550k 4715k|   0     0 |419 212  20   0   0| 20 180   1   2 450
 14   3  82   0   0   1|   0     0 |5185M  392M 56.8G  725M|1365k 4915k|   0     0 |429 221  20   0   0| 20 190   1   2 448
 26   3  69   0   0   2|   0     0 |5185M  392M 56.8G  724M|1527k 5816k|   0     0 |432 225  20   0   0| 20 184   1   2 459
 19   4  76   0   0   1|   0   120k|5185M  392M 56.8G  725M|1575k 5563k|   0  26.0 |423 215  20   0   0| 20 176   1   2 462
 15   2  82   0   0   1|   0   244k|5184M  392M 56.8G  726M|1576k 5338k|   0  8.00 |424 219  20   0   0| 20 180   1   2 359
 12   3  84   0   0   1|   0     0 |5184M  392M 56.8G  725M|1416k 7796k|   0     0 |433 230  20   0   0| 20 191   8   2 311
 29   4  65   0   0   2|   0     0 |5185M  392M 56.8G  724M|2008k 8678k|   0     0 |451 245  20   0   0| 20 205   3   2 316
 18   4  78   0   0   1|   0     0 |5184M  392M 56.8G  726M|1639k 6448k|   0     0 |439 237  20   0   0| 20 196   3   2 318
 10   2  87   0   0   0|   0  8192B|5184M  392M 56.8G  726M|1465k 5035k|   0  1.00 |428 225  20   0   0| 20 192   2   2 323
 13   2  83   0   0   1|   0   184k|5186M  392M 56.8G  724M|1886k 6141k|   0  3.00 |430 225  20   0   0| 20 195   1   2 302
 18   3  79   0   0   0|   0    60k|5187M  392M 56.8G  722M|1350k 4886k|   0  4.00 |435 233  20   0   0| 20 202   1   2 301
 15   3  81   0   0   1|  44k    0 |5187M  392M 56.8G  723M|1954k 7303k|1.00     0 |447 248  20   0   0| 20 213   3   2 309
 18   5  77   0   0   1|   0     0 |5187M  392M 56.8G  722M|1733k 7083k|   0     0 |459 257  20   0   0| 20 222   6   2 320
 30   5  64   0   0   1|   0     0 |5187M  392M 56.8G  722M|1662k   11M|   0     0 |467 265  20   0   0| 20 230   1   2 303
 18   3  78   0   0   1|   0   428k|5187M  392M 56.8G  723M|2120k 7686k|   0  37.0 |472 269  20   0   0| 20 234   1   2 298
 24   5  70   0   0   1|4096B  176k|5188M  392M 56.8G  721M|2077k   11M|1.00  13.0 |518 318  20   0   0| 20 283  18   2 292
 23   3  73   0   0   2|   0     0 |5187M  392M 56.8G  722M|1898k   11M|   0     0 |552 350  20   0   0| 20 313   1   2 291
 19   3  77   0   0   1|   0    64k|5188M  392M 56.8G  722M|1893k 9605k|   0  4.00 |551 349  20   0   0| 20 312   6   2 278
 24   4  71   0   0   1|   0     0 |5188M  392M 56.8G  722M|1910k 9894k|   0     0 |558 356  20   0   0| 20 314   4   3 278
 24   5  69   0   0   1|   0  1512k|5187M  392M 56.8G  723M|1960k 9255k|   0   208 |564 362  20   0   0| 20 316   9   3 275
 10   2  87   0   0   1|   0    76k|5187M  392M 56.8G  723M|1499k 6207k|   0  2.00 |564 362  20   0   0| 20 312   8   3 279
 15   3  81   0   0   1|   0     0 |5187M  392M 56.8G  722M|1404k 6232k|   0     0 |561 359  20   0   0| 20 294  11   3 290
 16   3  79   0   0   1|   0    44k|5187M  392M 56.8G  723M|1742k 9124k|   0  4.00 |576 375  20   0   0| 20 306  12   3 293
 19   3  77   0   0   1|   0     0 |5186M  392M 56.8G  724M|1742k   11M|   0     0 |565 363  20   0   0| 20 301  11   3 292
 11   2  87   0   0   0|   0   440k|5187M  392M 56.8G  723M|1463k 5155k|   0  97.0 |559 357  20   0   0| 20 303  11   3 286
 11   3  85   0   0   1|   0   596k|5187M  392M 56.8G  723M|1386k 5795k|   0  17.0 |562 360  20   0   0| 20 304   5   3 288
 18   2  79   0   0   1|   0     0 |5186M  392M 56.8G  723M|1658k 6404k|   0     0 |552 349  20   0   0| 20 297   6   3 289
 14   5  81   0   0   0|   0    20k|5187M  392M 56.8G  722M|1036k 5010k|   0  4.00 |523 320  20   0   0| 20 277   6   3 306
 27   4  69   0   0   1|   0     0 |5183M  392M 56.8G  726M|1829k 7827k|   0     0 |512 309  20   0   0| 20 273   4   3 303
 19   5  75   0   0   1|   0    36k|5185M  392M 56.8G  724M|1431k 6534k|   0  8.00 |514 310  20   0   0| 20 275   7   3 304
 31   5  63   0   0   1|8192B  108k|5186M  392M 56.8G  709M|1862k 9122k|2.00  2.00 |523 320  20   0   0| 20 284   5   3 305
 29   3  67   0   0   2|   0     0 |5180M  392M 56.8G  715M|1382k 9621k|   0     0 |523 322  20   0   0| 20 287   6   3 305
 21   3  75   0   0   1|   0     0 |5181M  392M 56.8G  713M|1949k   20M|   0     0 |518 316  20   0   0| 20 281   9   3 315
 16   3  80   0   0   1|   0   384k|5179M  392M 56.8G  715M|1457k   12M|   0  10.0 |517 308  20   0   0| 20 277   4   3 314
 18   4  77   0   0   1|   0    32k|5180M  392M 56.8G  715M|1617k 8874k|   0  8.00 |516 306  20   0   0| 20 276   4   3 312
 14   3  82   0   0   1|   0     0 |5179M  392M 56.8G  716M|1714k 8334k|   0     0 |510 300  20   0   0| 20 269   4   3 319
 18   5  76   0   0   1|   0     0 |5180M  392M 56.8G  715M|1603k 7855k|   0     0 |509 298  20   0   0| 20 268   4   3 313
 19   6  74   0   0   1|   0     0 |5182M  392M 56.8G  713M|1689k 7650k|   0     0 |504 294  20   0   0| 20 261   6   3 307
 27   5  67   0   0   2|   0   324k|5180M  392M 56.8G  688M|2075k 8620k|   0  32.0 |509 302  20   0   0| 20 272   4   3 301
 18   4  77   0   0   1|   0    20k|5182M  392M 56.8G  713M|1614k 6695k|   0  4.00 |507 301  20   0   0| 20 271   4   3 296
 13   2  83   0   0   1|   0     0 |5182M  392M 56.8G  713M|1987k 7383k|   0     0 |504 298  20   0   0| 20 273   6   3 292
 21   3  75   0   0   1|   0     0 |5182M  392M 56.8G  713M|1741k 7426k|   0     0 |507 300  20   0   0| 20 274   6   3 288
 15   3  81   0   0   1|   0     0 |5182M  392M 56.8G  713M|1676k 8480k|   0     0 |499 291  20   0   0| 20 262   5   3 291
 14   3  83   0   0   1|   0   136k|5182M  392M 56.8G  713M|1462k 8412k|   0  4.00 |484 280  20   0   0| 20 248   5   2 288
 15   3  82   0   0   1|   0    28k|5182M  392M 56.8G  713M|1658k 8344k|   0  4.00 |476 271  20   0   0| 20 241   8   2 293
 19   4  76   0   0   1|   0     0 |5182M  392M 56.8G  713M|1655k 8535k|   0     0 |461 260  20   0   0| 20 224   5   2 312
 21   3  75   0   0   1|1000k    0 |5181M  392M 56.8G  713M|1921k 7905k|76.0     0 |424 223  20   0   0| 20 188   6   2 347
 16   4  79   0   0   1|   0     0 |5182M  392M 56.8G  712M|1796k 9610k|   0     0 |437 232  20   0   0| 20 200   9   2 345
 17   3  79   0   0   1|   0    88k|5181M  392M 56.8G  713M|1903k   18M|   0  2.00 |427 221  20   0   0| 20 191   5   2 354
 11   3  86   0   0   1|   0   256k|5182M  392M 56.8G  712M|1460k 8568k|   0  22.0 |423 217  20   0   0| 20 188   5   2 357
 13   3  84   0   0   0|   0   116k|5182M  392M 56.8G  712M|1741k 7203k|   0  5.00 |418 213  20   0   0| 20 182   6   2 361
 10   2  88   0   0   0|   0     0 |5181M  392M 56.8G  712M|1473k 6771k|   0     0 |413 210  20   0   0| 20 177   7   2 364
 11   3  86   0   0   1|   0     0 |5182M  392M 56.8G  711M|1507k 5597k|   0     0 |393 187  20   0   0| 20 152   5   2 388
 21   3  75   0   0   1|   0   112k|5182M  392M 56.8G  712M|1695k 7763k|   0  2.00 |411 206  20   0   0| 20 161   8   2 392
 23   4  72   0   0   1|4096B  884k|5182M  392M 56.8G  712M|1890k 8460k|1.00   139 |413 208  20   0   0| 20 162   6   2 389
 19   3  77   0   0   1|   0   108k|5183M  392M 56.8G  711M|1616k 7384k|   0  16.0 |410 206  20   0   0| 20 159   6   2 388
 21   4  73   0   0   1|   0  4096B|5182M  392M 56.8G  712M|1860k 7440k|   0  1.00 |403 201  20   0   0| 20 153   7   2 388
 14   3  82   0   0   1|   0     0 |5182M  392M 56.8G  711M|1687k 7470k|   0     0 |396 192  20   0   0| 20 146   6   2 373
 33   7  60   0   0   1|   0   404k|5222M  392M 56.8G  671M|1740k 6834k|   0  18.0 |412 200  20   0   0| 20 159   5   2 365
 28   7  64   0   0   1|   0   556k|5222M  392M 56.8G  671M|1771k 7651k|   0  80.0 |407 196  20   0   0| 20 160   9   2 357
 27   9  63   0   0   2|   0    76k|5222M  392M 56.8G  671M|2048k 8802k|   0  4.00 |410 199  20   0   0| 20 167   5   2 358
 27   8  64   0   0   1|  14M    0 |5222M  392M 56.8G  657M|1686k 7425k|51.0     0 |411 200  20   0   0| 20 166   6   2 364
 32   6  60   0   0   1|   0     0 |5226M  392M 56.8G  653M|1646k 7447k|   0     0 |412 200  20   0   0| 20 168   5   2 364
 26   6  66   0   0   1|   0    14M|5226M  392M 56.8G  652M|1470k 7701k|   0  55.0 |413 204  20   0   0| 20 170   5   2 366
 22   6  72   0   0   1|   0   420k|5228M  392M 56.8G  650M|1620k 7022k|   0  42.0 |413 205  20   0   0| 20 171   8   2 364
 27   7  65   0   0   1|   0     0 |5223M  392M 56.8G  656M|1602k 7050k|   0     0 |414 204  20   0   0| 20 170  12   2 361
 31   7  60   0   0   2|   0   372k|5229M  392M 56.8G  650M|1689k 7994k|   0  11.0 |436 217  20   0   0| 20 186   6   2 353
 32   9  58   0   0   1|   0   248k|5223M  392M 56.8G  656M|1727k 8170k|   0  16.0 |426 212  20   0   0| 20 177   5   2 355
 26   8  65   0   0   1|   0     0 |5204M  392M 56.8G  674M|2192k 8532k|   0     0 |420 209  20   0   0| 20 172   5   2 355
 23   7  70   0   0   1|   0    12k|5191M  392M 56.8G  688M|1561k 6619k|   0  3.00 |416 206  20   0   0| 20 170   5   2 357
 17   4  77   0   0   1|   0  1188k|5185M  392M 56.8G  694M|1718k 6787k|   0  28.0 |416 205  20   0   0| 20 170   5   2 353
 22   3  74   0   0   1|4096B  124k|5181M  392M 56.8G  697M|1468k 6459k|1.00  9.00 |413 204  20   0   0| 20 172   6   2 348
 14   2  83   0   0   0|   0    16k|5182M  392M 56.8G  697M|1649k 5865k|   0  4.00 |409 199  20   0   0| 20 168   5   2 343
 11   3  86   0   0   1|   0   188k|5182M  392M 56.8G  697M|1573k 5650k|   0  33.0 |411 200  20   0   0| 20 169   5   2 260
 23   4  71   0   0   1|   0  4096B|5184M  392M 56.8G  695M|1861k 8059k|   0  1.00 |428 216  20   0   0| 20 181   9   2 253
 23   4  71   0   0   1|   0     0 |5172M  392M 56.8G  707M|1982k   10M|   0     0 |432 226  20   0   0| 20 199   9   2 246
 20   3  76   0   0   1|   0   104k|5173M  392M 56.8G  706M|1724k 9209k|   0  3.00 |474 265  20   0   0| 20 232  10   2 210
 23   5  70   0   0   2|   0    68k|5158M  392M 56.8G  721M|1974k   14M|   0  4.00 |474 270  20   0   0| 20 237   5   2 213
 28   5  65   0   0   1|   0   228k|5172M  392M 56.8G  707M|2182k   11M|   0  2.00 |477 272  20   0   0| 20 239   8   2 207
 25   5  69   0   0   1|   0    56k|5169M  392M 56.8G  709M|1912k 8113k|   0  13.0 |471 264  20   0   0| 20 236   6   2 208
 16   4  79   0   0   1|   0     0 |5167M  392M 56.8G  712M|1376k 6479k|   0     0 |472 267  20   0   0| 20 238   6   2 201
 14   4  81   0   0   0|   0    64k|5170M  392M 56.8G  709M|1586k 6760k|   0  2.00 |477 270  20   0   0| 20 241   6   2 192
 13   3  83   0   0   1|   0    68k|5170M  392M 56.8G  708M|1441k 7041k|   0  4.00 |469 267  20   0   0| 20 227   9   2 185
 11   2  86   0   0   1|   0   108k|5170M  392M 56.8G  709M|1527k 6287k|   0  9.00 |460 255  20   0   0| 20 215   4   2 198
 30   7  61   0   0   1|   0   296k|5181M  392M 56.8G  697M|1537k 5991k|   0  35.0 |468 259  20   0   0| 20 218   5   2 205
 22   4  73   0   0   1|   0     0 |5168M  392M 56.8G  711M|1606k 5911k|   0     0 |458 253  20   0   0| 20 210   4   2 208
 20   2  77   0   0   1|   0     0 |5170M  392M 56.8G  709M|1569k 6377k|   0     0 |458 251  20   0   0| 20 210   4   2 208
 21   3  75   0   0   1|   0     0 |5169M  392M 56.8G  710M|2129k 8793k|   0     0 |482 274  20   0   0| 20 232   5   2 205
 17   3  80   0   0   1|   0   184k|5169M  392M 56.8G  710M|1999k 9062k|   0  3.00 |477 267  20   0   0| 20 232   3   2 205
 16   5  75   4   0   1|   0    54M|5169M  392M 56.8G  709M|1947k 6929k|   0   470 |471 264  20   0   0| 20 228   4   2 189
 12   3  82   2   0   0|   0    41M|5169M  392M 56.8G  710M|1782k 7862k|   0   243 |460 253  20   0   0| 20 219   4   2 195
 15   2  82   0   0   0|   0     0 |5170M  392M 56.8G  709M|1632k 6772k|   0     0 |459 252  20   0   0| 20 219   3   2 195
 11   2  86   0   0   0|   0   100k|5170M  392M 56.8G  709M|1569k 6000k|   0  17.0 |457 250  20   0   0| 20 216   3   2 198
 12   3  85   0   0   0|   0   416k|5170M  392M 56.8G  709M|1727k 6405k|   0  21.0 |451 243  20   0   0| 20 208   3   2 206
 11   2  87   0   0   0|   0     0 |5170M  392M 56.8G  709M|1489k 6424k|   0     0 |449 241  20   0   0| 20 203   3   2 212
 13   3  84   0   0   1|   0    12k|5170M  392M 56.8G  709M|1774k 7043k|   0  1.00 |447 239  20   0   0| 20 203   3   2 214
 13   3  84   0   0   0|   0     0 |5169M  392M 56.8G  710M|1707k 6334k|   0     0 |448 239  20   0   0| 20 204   4   2 218
 17   5  78   0   0   1|   0     0 |5169M  392M 56.8G  710M|2051k 7599k|   0     0 |451 243  20   0   0| 20 208   3   2 216
 15   3  82   0   0   1|   0   176k|5169M  392M 56.8G  710M|1957k 8268k|   0  7.00 |449 241  20   0   0| 20 209   3   2 218
 17   3  79   0   0   1|1136k    0 |5170M  392M 56.8G  708M|1959k 8154k|16.0     0 |448 241  20   0   0| 20 212   7   2 220
 11   3  86   0   0   0|   0    80k|5169M  392M 56.8G  708M|1639k 5704k|   0  16.0 |449 241  20   0   0| 20 213   6   2 215
 16   3  80   0   0   1|   0     0 |5170M  392M 56.8G  707M|2226k 9580k|   0     0 |458 250  20   0   0| 20 221   5   2 211
 15   2  82   0   0   1|   0     0 |5172M  392M 56.8G  706M|1793k 8593k|   0     0 |459 251  20   0   0| 20 220   5   2 211
 12   2  86   0   0   1|   0    60k|5170M  392M 56.8G  707M|1594k 6809k|   0  4.00 |455 247  20   0   0| 20 219   4   2 207
 11   2  86   0   0   1|   0   104k|5170M  392M 56.8G  708M|1670k 6205k|   0  2.00 |457 251  20   0   0| 20 217   7   2 200
 14   2  83   0   0   1|   0    24k|5170M  392M 56.8G  708M|1564k 5829k|   0  6.00 |450 243  20   0   0| 20 211   3   2 209
 11   2  88   0   0   0|   0     0 |5170M  392M 56.8G  708M|1413k 5669k|   0     0 |435 233  20   0   0| 20 195   3   2 226
 15   4  80   0   0   1|   0     0 |5170M  392M 56.8G  708M|1628k 5876k|   0     0 |424 219  20   0   0| 20 182   3   2 239
 12   2  85   0   0   1|   0   132k|5170M  392M 56.8G  708M|1942k 6458k|   0  29.0 |427 220  20   0   0| 20 184   3   2 233
 12   2  86   0   0   1|   0   108k|5169M  392M 56.8G  708M|1723k 5782k|   0  6.00 |419 211  20   0   0| 20 173   3   2 244
 14   2  82   0   0   1|   0  8192B|5170M  392M 56.8G  708M|1699k 6229k|   0  2.00 |421 213  20   0   0| 20 178   3   2 247
 21   4  74   0   0   1|   0     0 |5172M  392M 56.8G  706M|1837k 9207k|   0     0 |436 228  20   0   0| 20 189   3   2 246
 14   3  82   0   0   1|   0     0 |5171M  392M 56.8G  707M|1937k 8082k|   0     0 |435 228  20   0   0| 20 189   3   2 242
 10   2  87   0   0   1|   0  8192B|5171M  392M 56.8G  706M|1709k 5736k|   0  1.00 |432 224  20   0   0| 20 183   3   2 241
 11   2  87   0   0   0|   0   104k|5172M  392M 56.8G  706M|1458k 6057k|   0  2.00 |428 221  20   0   0| 20 181   3   2 235
 12   3  84   0   0   0|   0   268k|5172M  392M 56.8G  706M|1625k 5383k|   0  23.0 |431 223  20   0   0| 20 183   2   2 240
 12   2  85   0   0   0|  36k    0 |5172M  392M 56.8G  706M|1486k 5386k|5.00     0 |419 212  20   0   0| 20 169   2   2 252
 12   2  85   0   0   1|   0  4096B|5172M  392M 56.8G  705M|1718k 5002k|   0  1.00 |406 201  20   0   0| 20 156   2   2 264
 18   3  79   0   0   1|8192B  340k|5172M  392M 56.8G  706M|1672k 5646k|2.00  12.0 |411 199  20   0   0| 20 156   2   2 264
 21   3  75   0   0   1|   0     0 |5170M  392M 56.8G  708M|1777k 6191k|   0     0 |402 191  20   0   0| 20 154   4   1 253
 16   4  79   0   0   1|   0    28k|5173M  392M 56.8G  704M|1477k 6688k|   0  5.00 |403 191  20   0   0| 20 155   3   1 247
 14   2  84   0   0   0|   0     0 |5173M  392M 56.8G  704M|1687k 6475k|   0     0 |399 187  20   0   0| 20 153   3   1 245
 23   4  72   0   0   1|   0    16k|5173M  392M 56.8G  704M|1649k 7594k|   0  4.00 |390 177  20   0   0| 20 147   2   1 243
 15   2  82   0   0   1|   0   188k|5173M  392M 56.8G  704M|1582k 6895k|   0  3.00 |388 180  20   0   0| 20 150   3   1 238
 12   3  85   0   0   0|   0    56k|5169M  392M 56.8G  708M|1492k 5627k|   0  1.00 |388 180  20   0   0| 20 152   2   1 236
 11   2  87   0   0   1|   0  2004k|5169M  392M 56.8G  708M|1757k 5798k|   0   277 |390 179  20   0   0| 20 152   2   1 235
 15   3  81   0   0   1|   0     0 |5169M  392M 56.8G  709M|1986k 7235k|   0     0 |389 178  20   0   0| 20 151   2   1 236
 10   2  88   0   0   0|   0    20k|5169M  392M 56.8G  708M|1390k 5136k|   0  4.00 |382 173  20   0   0| 20 145   3   1 236
 17   3  79   0   0   1|   0   252k|5171M  392M 56.8G  706M|1685k 6445k|   0  5.00 |384 175  20   0   0| 20 148   3   1 236
 14   2  82   0   0   1|   0     0 |5171M  392M 56.8G  706M|1983k 6572k|   0     0 |392 182  20   0   0| 20 155   3   1 237
 19   4  76   0   0   1|  16k  128k|5177M  392M 56.8G  701M|1735k 6469k|2.00  9.00 |421 206  20   0   0| 20 179  10   1 236
 30   4  65   0   0   1|4096B   68k|5186M  392M 56.8G  691M|1968k   10M|1.00  6.00 |432 222  20   0   0| 20 196   3   1 234
 20   3  76   0   0   1|   0     0 |5174M  392M 56.8G  704M|1643k 5749k|   0     0 |428 219  20   0   0| 20 194   2   1 235
 14   2  83   0   0   1|   0    60k|5174M  392M 56.8G  703M|1347k 5039k|   0  5.00 |426 217  20   0   0| 20 194   2   1 234
 10   2  88   0   0   0|   0     0 |5174M  392M 56.8G  704M|1399k 5809k|   0     0 |420 212  20   0   0| 20 185   2   1 217
 15   3  81   0   0   1|   0    20k|5174M  392M 56.8G  703M|1311k 5616k|   0  3.00 |425 215  20   0   0| 20 187   2   1 214
 12   2  85   0   0   1|   0   120k|5177M  392M 56.8G  700M|1117k 4194k|   0  2.00 |426 216  20   0   0| 20 180   3   1 216
 20   3  76   0   0   1|  13M    0 |5174M  392M 56.8G  679M|1718k 6866k|37.0     0 |437 229  20   0   0| 20 192   5   1 197
 18   4  78   0   0   1|   0   520k|5173M  392M 56.8G  680M|1700k 6678k|   0  16.0 |436 226  20   0   0| 20 188   2   1 206
 13   3  83   0   0   1|   0     0 |5174M  392M 56.8G  679M|1613k 5406k|   0     0 |439 229  20   0   0| 20 190   3   1 188
 10   2  87   0   0   1|   0    76k|5173M  392M 56.8G  679M|1505k 5127k|   0  18.0 |433 223  20   0   0| 20 186   2   1 193
 12   2  85   0   0   0|   0   128k|5174M  392M 56.8G  679M|1716k 5243k|   0  5.00 |422 212  20   0   0| 20 174   2   1 199
 10   2  87   0   0   1|   0     0 |5174M  392M 56.8G  679M|1305k 4757k|   0     0 |417 207  20   0   0| 20 171   2   1 200
 17   4  79   0   0   1|   0   260k|5172M  392M 56.8G  681M|1552k 5359k|   0  36.0 |415 205  20   0   0| 20 177   2   1 199
 11   3  85   0   0   0|4096B    0 |5173M  392M 56.8G  680M|1642k 4998k|1.00     0 |414 204  20   0   0| 20 169   2   1 206
 13   3  84   0   0   1|   0   148k|5179M  392M 56.8G  674M|1621k 5250k|   0  27.0 |413 204  20   0   0| 20 167   2   1 212
 15   3  82   0   0   1|   0     0 |5173M  392M 56.8G  679M|1588k 5207k|   0     0 |411 200  20   0   0| 20 165   2   1 206
 11   2  86   0   0   0|   0    16k|5174M  392M 56.8G  679M|1600k 5552k|   0  4.00 |411 201  20   0   0| 20 166   2   1 202
 10   3  87   0   0   0|   0   108k|5174M  392M 56.8G  679M|1416k 4259k|   0  2.00 |416 205  20   0   0| 20 168   2   1 198
 13   3  84   0   0   0|   0     0 |5173M  392M 56.8G  680M|1314k 4431k|   0     0 |404 194  20   0   0| 20 165   2   1 154
 12   2  85   0   0   1|   0   136k|5173M  392M 56.8G  680M|1614k 5360k|   0  12.0 |402 192  20   0   0| 20 166   2   1 154
 28   5  66   0   0   2|   0     0 |5170M  392M 56.8G  683M|2031k 8501k|   0     0 |422 212  20   0   0| 20 188   2   1 136
 13   3  84   0   0   1|   0     0 |5170M  392M 56.8G  683M|1613k 6416k|   0     0 |422 212  20   0   0| 20 188   2   1 133
 13   2  84   0   0   1|   0   120k|5170M  392M 56.8G  683M|1724k 6586k|   0  3.00 |422 212  20   0   0| 20 189   3   1 132
 15   3  81   0   0   1|   0     0 |5171M  392M 56.8G  682M|1313k 5280k|   0     0 |424 214  20   0   0| 20 190   2   1 132
  9   2  89   0   0   0|   0  2344k|5171M  392M 56.8G  682M|1338k 4734k|   0   308 |423 213  20   0   0| 20 190   2   1 133
 20   4  75   0   0   1|   0    44k|5173M  392M 56.8G  680M|1431k 5174k|   0  4.00 |426 215  20   0   0| 20 188   2   1 137
 18   4  76   0   0   1|   0     0 |5171M  392M 56.8G  682M|1461k 5437k|   0     0 |426 216  20   0   0| 20 184   2   1 141
 18   4  77   0   0   1|  44k  304k|5171M  392M 56.8G  681M|1478k 6825k|6.00  3.00 |459 251  20   0   0| 20 216   5   1 141
 21   4  75   0   0   1|   0     0 |5172M  392M 56.8G  680M|2022k   10M|   0     0 |466 257  20   0   0| 20 225   3   1 137
 14   3  82   0   0   1|   0     0 |5172M  392M 56.8G  681M|1807k 5968k|   0     0 |465 255  20   0   0| 20 224   2   1 141
 13   3  83   0   0   1|   0     0 |5173M  392M 56.8G  680M|1399k 4855k|   0     0 |439 229  20   0   0| 20 198   2   1 165
 12   3  85   0   0   1|   0    52k|5172M  392M 56.8G  681M|1383k 5177k|   0  4.00 |433 222  20   0   0| 20 191   2   1 166
 14   2  84   0   0   1|   0     0 |5173M  392M 56.8G  680M|1523k 5484k|   0     0 |426 216  20   0   0| 20 182   2   1 175
 13   3  84   0   0   1|   0    92k|5172M  392M 56.8G  680M|1648k 5329k|   0  2.00 |418 207  20   0   0| 20 167   2   1 167
 16   4  80   0   0   1|   0     0 |5174M  392M 56.8G  679M|1583k 5004k|   0     0 |422 211  20   0   0| 20 169   3   1 165
 29   6  63   0   0   1|   0     0 |5174M  392M 56.8G  679M|2076k   10M|   0     0 |422 211  20   0   0| 20 168   3   1 168
 25   4  69   0   0   1|9848k    0 |5175M  392M 56.9G  669M|1807k 8291k|39.0     0 |417 207  20   0   0| 20 163   2   1 176
 17   3  80   0   0   1|   0    12M|5175M  392M 56.9G  667M|1767k 6873k|   0  35.0 |417 206  20   0   0| 20 161   3   1 172
 13   3  83   0   0   1|   0    96k|5175M  392M 56.9G  668M|1571k 5087k|   0  2.00 |404 193  20   0   0| 20 156   2   1 169
 16   3  81   0   0   1|4096B 1032k|5172M  392M 56.9G  671M|1329k 5266k|1.00   146 |410 192  20   0   0| 20 157   9   1 162
 16   3  80   0   0   0|   0     0 |5172M  392M 56.9G  670M|1435k 5599k|   0     0 |402 187  20   0   0| 20 158   8   1 163
 15   3  82   0   0   1|   0     0 |5172M  392M 56.9G  670M|1577k 5479k|   0     0 |397 182  20   0   0| 20 155   8   1 163
 13   2  85   0   0   1|   0     0 |5171M  392M 56.9G  671M|1600k 5212k|   0     0 |392 177  20   0   0| 20 149   8   1 163
 15   2  82   0   0   1|   0    48k|5178M  392M 56.9G  665M|1417k 5320k|   0  4.00 |400 182  20   0   0| 20 154   7   1 164
 16   4  79   0   0   1|   0   216k|5177M  392M 56.9G  665M|1333k 5724k|   0  19.0 |392 177  20   0   0| 20 151   1   1 165
 12   2  86   0   0   1|   0     0 |5174M  392M 56.9G  668M|1537k 5410k|   0     0 |389 177  20   0   0| 20 150   1   1 164
 12   2  85   0   0   1|   0     0 |5179M  392M 56.9G  663M|1639k 5500k|   0     0 |412 194  24   0   0| 20 169   6   1 161
 22   3  73   0   0   2|   0   420k|5174M  392M 56.9G  669M|1626k 8200k|   0  31.0 |411 196  20   0   0| 20 172   3   1 161
 14   2  84   0   0   1|   0     0 |5173M  392M 56.9G  668M|1483k 5393k|   0     0 |410 196  20   0   0| 20 171   7   1 156
 17   4  78   0   0   1|   0     0 |5173M  392M 56.9G  644M|1547k 4956k|   0     0 |411 195  20   0   0| 20 174   2   1 156
 13   3  83   0   0   1|   0    80k|5173M  392M 56.9G  668M|1412k 5177k|   0  4.00 |402 186  20   0   0| 20 166   1   1 168
 15   2  83   0   0   1|   0     0 |5175M  392M 56.9G  668M|1583k 6011k|   0     0 |399 184  20   0   0| 20 163   1   1 173
 16   2  82   0   0   1|   0   192k|5175M  392M 56.9G  668M|1552k 5518k|   0  4.00 |397 185  20   0   0| 20 156   1   1 174
 18   5  76   0   0   1|   0    56k|5174M  392M 56.9G  668M|1474k 5098k|   0  1.00 |399 187  20   0   0| 20 156   1   1 175
 15   3  81   0   0   1|   0  1064k|5176M  392M 56.9G  666M|1685k 5495k|   0   176 |419 205  20   0   0| 20 174   3   1 173
 19   3  78   0   0   1|   0     0 |5173M  392M 56.9G  669M|1785k 7478k|   0     0 |414 203  20   0   0| 20 175   2   1 171
 21   4  74   0   0   2|   0   300k|5173M  392M 56.9G  669M|2019k 9961k|   0  12.0 |434 223  20   0   0| 20 192   2   1 170
 15   3  82   0   0   1|   0    48k|5173M  392M 56.9G  669M|1908k 8556k|   0  4.00 |430 218  20   0   0| 20 188   1   1 177
 11   3  85   0   0   0|   0     0 |5173M  392M 56.9G  669M|1801k 5913k|   0     0 |422 210  20   0   0| 20 180   1   1 184
 19   4  77   0   0   1|   0     0 |5173M  392M 56.9G  669M|1549k 6277k|   0     0 |415 202  20   0   0| 20 176   0   1 186
 11   3  86   0   0   0|   0   112k|5176M  392M 56.9G  666M|1350k 5008k|   0  9.00 |418 204  20   0   0| 20 173   4   1 176
 18   3  79   0   0   1|   0   168k|5173M  392M 56.9G  669M|1681k 6409k|   0  11.0 |424 210  20   0   0| 20 176   0   1 176
 11   2  86   0   0   1|   0    16k|5174M  392M 56.9G  668M|1391k 5074k|   0  4.00 |417 204  20   0   0| 20 167   0   1 180
 14   3  83   0   0   1|   0     0 |5174M  392M 56.9G  669M|1471k 5875k|   0     0 |423 210  20   0   0| 20 171   4   1 171
 19   3  76   0   0   2|   0  1368k|5175M  392M 56.9G  667M|1699k 8014k|   0   209 |452 238  20   0   0| 20 200   1   1 166
