[7l----total-cpu-usage---- -dsk/total- ------memory-usage----- -net/total- --io/total- ------sockets------ ----tcp-sockets----
usr sys idl wai hiq siq| read  writ| used  buff  cach  free| recv  send| read  writ|tot tcp udp raw frg|lis act syn tim clo
 11   3  85   0   0   1|   0     0 |5179M  393M 57.0G  560M|1627k 6795k|   0     0 |400 192  20   0   0| 20 164   2   2 276
 13   3  84   0   0   1|   0    96k|5186M  393M 57.0G  554M|2103k 7244k|   0  2.00 |404 196  20   0   0| 20 165   2   2 271
 14   2  83   0   0   1|   0     0 |5181M  393M 57.0G  559M|1718k 6699k|   0     0 |406 198  20   0   0| 20 169   2   2 271
 13   2  85   0   0   0|   0    40k|5180M  393M 57.0G  560M|1758k 6118k|   0  9.00 |404 197  20   0   0| 20 168   2   2 269
 14   3  83   0   0   1|   0    16k|5181M  393M 57.0G  559M|1657k 6631k|   0  4.00 |402 195  20   0   0| 20 167   2   2 265
 20   5  74   0   0   1|   0     0 |5181M  393M 57.0G  558M|1853k 6836k|   0     0 |395 188  20   0   0| 20 160   2   2 270
 12   3  84   0   0   1|   0    88k|5180M  393M 57.0G  560M|1574k 5505k|   0  2.00 |395 189  20   0   0| 20 158   4   2 266
 12   2  85   0   0   1|   0     0 |5180M  393M 57.0G  559M|1660k 5328k|   0     0 |395 187  20   0   0| 20 157   2   2 264
 16   3  81   0   0   0|   0    28k|5186M  393M 57.0G  554M|2109k 7670k|   0  6.00 |397 188  20   0   0| 20 158   3   2 265
 14   4  81   0   0   1|   0  4096B|5180M  393M 57.0G  559M|2085k 6421k|   0  1.00 |392 185  20   0   0| 20 153   4   2 262
 13   3  85   0   0   0|   0     0 |5179M  393M 57.0G  560M|1631k 5342k|   0     0 |389 183  20   0   0| 20 154   4   2 260
 22   5  72   0   0   2|   0   164k|5178M  393M 57.0G  561M|1990k   11M|   0  6.00 |456 249  20   0   0| 20 223  13   2 275
 30   4  64   0   0   2|   0     0 |5178M  393M 57.0G  561M|2059k   13M|   0     0 |479 272  20   0   0| 20 239   9   2 281
 24   3  71   0   0   2|   0    52k|5178M  393M 57.0G  561M|2252k   13M|   0  13.0 |489 284  20   0   0| 20 252   7   2 257
 22   3  74   0   0   1|   0    12k|5178M  393M 57.0G  561M|2148k   12M|   0  2.00 |492 290  20   0   0| 20 255   8   2 253
 24   3  71   0   0   2|   0     0 |5180M  393M 57.0G  559M|2129k 9771k|   0     0 |492 286  20   0   0| 20 255   4   2 262
 16   3  80   0   0   1|   0   160k|5179M  393M 57.0G  560M|1669k 8333k|   0  6.00 |500 293  20   0   0| 20 256   4   2 263
 18   4  77   0   0   1|   0     0 |5179M  393M 57.0G  560M|1890k   10M|   0     0 |505 299  20   0   0| 20 250   5   2 273
 15   2  82   0   0   1|   0   136k|5180M  393M 57.0G  560M|1600k 8059k|   0  23.0 |501 294  20   0   0| 20 248   4   2 276
 12   2  86   0   0   0|   0    48k|5180M  393M 57.0G  559M|1732k 7330k|   0  11.0 |503 296  20   0   0| 20 244   2   2 282
 16   3  80   0   0   1|   0  4096B|5181M  393M 57.0G  558M|1941k 8738k|   0  1.00 |512 304  20   0   0| 20 251   2   2 269
 20   3  76   0   0   1|   0   124k|5180M  393M 57.0G  560M|1643k 7439k|   0  3.00 |507 298  20   0   0| 20 245   2   2 255
 18   3  78   0   0   1|   0    20k|5183M  393M 57.0G  554M|1809k 8142k|   0  4.00 |498 290  20   0   0| 20 243   2   2 249
 13   3  83   0   0   1|   0     0 |5184M  393M 57.0G  554M|1587k 7603k|   0     0 |488 282  20   0   0| 20 238   3   2 248
 13   2  84   0   0   1|   0     0 |5184M  393M 57.0G  553M|1591k 7706k|   0     0 |476 269  20   0   0| 20 228   2   2 254
 14   3  82   0   0   1|   0     0 |5183M  393M 57.0G  554M|2056k 8261k|   0     0 |472 265  20   0   0| 20 228   4   2 252
 20   4  75   0   0   1|   0   124k|5179M  393M 57.0G  560M|2348k 8535k|   0  2.00 |477 270  20   0   0| 20 233   2   2 245
 15   3  81   0   0   1|   0    24k|5178M  393M 57.0G  561M|1849k 7114k|   0  4.00 |478 272  20   0   0| 20 233   3   2 246
 17   4  78   0   0   1|   0   132k|5178M  393M 57.0G  561M|1909k 7598k|   0  6.00 |482 275  20   0   0| 20 236   2   2 233
 12   3  85   0   0   0|   0    68k|5178M  393M 57.0G  561M|1737k 7854k|   0  16.0 |477 270  20   0   0| 20 235   2   2 232
 13   3  83   0   0   1|   0     0 |5178M  393M 57.0G  561M|2000k 7901k|   0     0 |475 268  20   0   0| 20 235   2   2 224
 12   3  85   0   0   1|   0    84k|5178M  393M 57.0G  561M|2048k 7233k|   0  2.00 |473 266  20   0   0| 20 232   3   2 226
 21   3  75   0   0   1|  40k  292k|5178M  393M 57.0G  561M|1965k 8256k|5.00  12.0 |498 285  20   0   0| 20 253   5   2 225
 17   4  78   0   0   1|   0  3320k|5179M  393M 57.0G  560M|1835k 8442k|   0   356 |491 281  20   0   0| 20 252   2   2 227
 17   3  79   0   0   1|   0    80k|5182M  393M 57.0G  557M|2005k 8469k|   0  4.00 |492 282  20   0   0| 20 254   2   2 226
 14   3  82   0   0   1|   0     0 |5182M  393M 57.0G  557M|1796k 7306k|   0     0 |499 289  20   0   0| 20 262   3   2 226
 20   4  75   0   0   1|   0     0 |5182M  393M 57.0G  557M|2010k 9638k|   0     0 |501 291  20   0   0| 20 264   2   2 226
 12   3  85   0   0   1|   0   232k|5182M  393M 57.0G  557M|1858k 7498k|   0  3.00 |497 291  20   0   0| 20 265   4   2 227
 16   3  80   0   0   1|   0    24k|5182M  393M 57.0G  558M|2153k   10M|   0  6.00 |506 300  20   0   0| 20 265   3   2 234
 12   3  84   0   0   1|   0    60k|5182M  393M 57.0G  557M|2001k 8260k|   0  1.00 |505 300  20   0   0| 20 263   2   2 236
 12   2  85   0   0   1|   0    20k|5182M  393M 57.0G  557M|1727k 7639k|   0  4.00 |498 292  20   0   0| 20 253   2   2 241
 12   3  84   0   0   1|   0     0 |5182M  393M 57.0G  557M|1852k 7578k|   0     0 |479 277  20   0   0| 20 231   2   2 254
 14   3  82   0   0   1|   0   144k|5183M  393M 57.0G  556M|2037k 7980k|   0  3.00 |434 228  20   0   0| 20 188   2   2 282
 11   3  85   0   0   1|   0     0 |5182M  393M 57.0G  557M|1745k 6825k|   0     0 |414 213  20   0   0| 20 170   2   2 284
 14   3  82   0   0   1|   0     0 |5182M  393M 57.0G  557M|2050k 7823k|   0     0 |409 204  20   0   0| 20 165   1   2 289
 13   3  84   0   0   0|   0   100k|5182M  393M 57.0G  557M|1620k 7139k|   0  9.00 |395 190  20   0   0| 20 158   1   2 283
 12   2  85   0   0   1|   0     0 |5181M  393M 57.0G  558M|1338k 6771k|   0     0 |394 189  20   0   0| 20 156   1   2 288
 11   2  85   0   0   1|   0    16k|5181M  393M 57.0G  558M|1792k 7450k|   0  4.00 |383 178  20   0   0| 20 147   1   2 298
 17   3  79   0   0   1|   0    80k|5182M  393M 57.0G  557M|2191k 8643k|   0  20.0 |381 173  20   0   0| 20 143   1   2 304
 21   5  73   0   0   1|   0    12k|5182M  393M 57.0G  557M|1700k 7127k|   0  2.00 |374 169  20   0   0| 20 137   2   2 306
 16   3  80   0   0   1|   0   120k|5182M  393M 57.0G  557M|2484k 8653k|   0  3.00 |371 166  20   0   0| 20 135   1   2 306
 19   3  77   0   0   1|   0     0 |5182M  393M 57.0G  558M|2288k 8659k|   0     0 |373 167  20   0   0| 20 141   2   2 305
 19   3  76   0   0   2| 256k   28k|5182M  393M 57.0G  557M|2015k 8574k|1.00  4.00 |365 159  20   0   0| 20 135   2   2 305
 25   5  69   0   0   2|  12k  148k|5182M  393M 57.0G  556M|2289k   11M|1.00  26.0 |392 188  20   0   0| 20 160   3   2 301
 21   3  75   0   0   1|   0    68k|5182M  393M 57.0G  557M|2801k   11M|   0  16.0 |389 184  20   0   0| 20 162   1   2 296
 12   3  84   0   0   1|   0   108k|5182M  393M 57.0G  557M|2153k 7830k|   0  2.00 |386 181  20   0   0| 20 159   1   2 295
 15   3  81   0   0   1|   0     0 |5183M  393M 57.0G  556M|1966k 8345k|   0     0 |384 179  20   0   0| 20 157   1   2 298
 17   4  79   0   0   1|   0     0 |5182M  393M 57.0G  557M|2259k 8722k|   0     0 |387 182  20   0   0| 20 158   2   2 301
 12   2  85   0   0   1|   0   164k|5182M  393M 57.0G  556M|1775k 7139k|   0  13.0 |395 191  20   0   0| 20 164   1   2 290
 13   3  83   0   0   1|   0     0 |5182M  393M 57.0G  556M|2085k 7517k|   0     0 |395 191  20   0   0| 20 162   2   2 293
 14   3  82   0   0   1|8192B    0 |5183M  393M 57.0G  556M|2165k 8485k|1.00     0 |445 242  20   0   0| 20 223  49   2 254
 16   3  80   0   0   2|   0     0 |5182M  393M 57.0G  556M|2134k 7762k|   0     0 |530 325  20   0   0| 20 299   3   2 232
 12   3  84   0   0   1|   0     0 |5189M  393M 57.0G  549M|1931k 6589k|   0     0 |536 330  20   0   0| 20 304   2   2 232
 13   2  84   0   0   1|4096B  356k|5182M  393M 57.0G  557M|1754k 6931k|1.00  20.0 |532 326  20   0   0| 20 298   3   2 234
 12   3  85   0   0   1|   0     0 |5183M  393M 57.0G  556M|1632k 6876k|   0     0 |532 326  20   0   0| 20 298   2   2 235
 14   3  83   0   0   0|   0     0 |5183M  393M 57.0G  556M|1561k 6555k|   0     0 |527 323  20   0   0| 20 289   2   2 246
 22   4  72   0   0   2|   0   156k|5182M  393M 57.0G  556M|2186k   11M|   0  21.0 |546 342  20   0   0| 20 308   4   2 250
 27   4  67   0   0   1|   0   304k|5183M  393M 57.0G  555M|1897k 9800k|   0  22.0 |562 350  20   0   0| 20 313   3   2 243
 16   3  81   0   0   1|   0  2424k|5184M  393M 57.0G  555M|2321k 8604k|   0   279 |556 346  20   0   0| 20 311   2   2 248
 12   3  84   0   0   0|   0  4096B|5183M  393M 57.0G  556M|1886k 7385k|   0  1.00 |553 343  20   0   0| 20 308   2   2 253
 13   3  84   0   0   1|   0     0 |5184M  393M 57.0G  554M|2127k 7566k|   0     0 |546 337  20   0   0| 20 305   3   2 253
 15   3  82   0   0   1|   0     0 |5184M  393M 57.0G  555M|1901k 6799k|   0     0 |554 343  20   0   0| 20 315   6   2 242
 20   3  76   0   0   1|   0   228k|5183M  393M 57.0G  555M|1946k 9566k|   0  8.00 |552 347  20   0   0| 20 318   5   2 218
 19   4  75   0   0   1|   0   128k|5183M  393M 57.0G  556M|1545k 7412k|   0  10.0 |550 345  20   0   0| 20 314   4   2 187
 17   3  80   0   0   1|   0     0 |5184M  393M 57.0G  555M|1616k 7889k|   0     0 |556 350  20   0   0| 20 321   5   2 178
 11   3  85   0   0   1|   0     0 |5183M  393M 57.0G  555M|1709k 7277k|   0     0 |558 352  20   0   0| 20 321   4   2 176
 16   3  81   0   0   0|   0     0 |5184M  393M 57.0G  555M|1583k 6432k|   0     0 |558 351  20   0   0| 20 321   4   2 173
 21   4  74   0   0   2|   0    44k|5184M  393M 57.0G  555M|2282k   11M|   0  4.00 |567 361  20   0   0| 20 324   4   2 178
 19   3  77   0   0   1|   0   164k|5183M  393M 57.0G  556M|2518k 9904k|   0  25.0 |561 354  20   0   0| 20 322   2   2 176
 21   4  73   0   0   2|  60k    0 |5183M  393M 57.0G  555M|2381k   10M|7.00     0 |593 386  20   0   0| 20 353  11   2 177
 27   4  66   0   0   2|   0     0 |5183M  393M 57.0G  555M|2243k   13M|   0     0 |617 409  20   0   0| 20 376   4   2 172
 22   4  72   0   0   2|   0     0 |5183M  393M 57.0G  555M|2181k   12M|   0     0 |617 411  20   0   0| 20 376   2   2 170
 26   5  67   0   0   2|   0    60k|5183M  393M 57.0G  555M|2394k   15M|   0  5.00 |697 488  20   0   0| 20 447   8   2 176
 23   4  71   0   0   2|   0   312k|5184M  393M 57.0G  554M|2567k   24M|   0  43.0 |683 476  20   0   0| 20 449   4   2 186
 28   4  65   0   0   2|   0    20k|5184M  393M 57.0G  554M|2599k   21M|   0  2.00 |683 477  20   0   0| 20 429   3   2 211
 24   3  72   0   0   2|   0     0 |5184M  393M 57.0G  554M|2109k   22M|   0     0 |683 477  20   0   0| 20 427   5   2 213
 21   4  73   0   0   2|   0     0 |5184M  393M 57.0G  554M|2655k   16M|   0     0 |685 479  20   0   0| 20 428   2   2 214
 17   3  79   0   0   1|   0     0 |5184M  393M 57.0G  555M|2257k   11M|   0     0 |687 478  20   0   0| 20 419   2   2 225
 17   4  79   0   0   1|   0   372k|5184M  393M 57.0G  555M|1977k   10M|   0  31.0 |690 477  20   0   0| 20 409   2   2 224
 16   3  80   0   0   1|   0   192k|5184M  393M 57.0G  554M|1723k   10M|   0  29.0 |687 476  20   0   0| 20 405   3   2 222
 15   3  81   0   0   1|   0     0 |5184M  393M 57.0G  554M|1916k 9852k|   0     0 |632 438  20   0   0| 20 368   2   2 255
 16   4  78   0   0   1|   0     0 |5189M  393M 57.0G  550M|1699k 8393k|   0     0 |574 362  24   0   0| 20 308   2   2 314
 21   3  75   0   0   1|   0   364k|5183M  393M 57.0G  555M|2233k 9317k|   0  14.0 |570 361  20   0   0| 20 306   2   2 319
 23   5  71   0   0   2|   0     0 |5184M  393M 57.0G  555M|1892k   10M|   0     0 |585 373  20   0   0| 20 329   2   2 314
 19   3  77   0   0   1|   0     0 |5183M  393M 57.0G  555M|1838k 9570k|   0     0 |581 372  20   0   0| 20 331   6   2 316
 12   3  84   0   0   0|   0    44k|5185M  393M 57.0G  554M|2012k 8885k|   0  4.00 |580 368  20   0   0| 20 335   2   2 311
 11   2  86   0   0   1|   0     0 |5183M  393M 57.0G  555M|1502k 7937k|   0     0 |561 352  20   0   0| 20 315   4   2 318
 11   3  86   0   0   1|   0   140k|5184M  393M 57.0G  555M|1522k 7471k|   0  3.00 |540 334  20   0   0| 20 301   2   2 331
 14   3  82   0   0   1|   0   260k|5184M  393M 57.0G  555M|1822k 7701k|   0  32.0 |566 359  20   0   0| 20 328   3   2 322
 27   4  67   0   0   2|8192B   64k|5185M  393M 57.0G  553M|2137k   20M|2.00  2.00 |573 364  20   0   0| 20 329   3   2 326
 13   3  83   0   0   1|   0     0 |5186M  393M 57.0G  553M|2171k   16M|   0     0 |573 364  20   0   0| 20 332   2   2 318
 14   3  83   0   0   1|   0     0 |5185M  393M 57.0G  553M|2073k   15M|   0     0 |571 364  20   0   0| 20 329   3   2 318
 14   3  81   0   0   2|   0   296k|5185M  393M 57.0G  553M|1852k   12M|   0  8.00 |562 354  20   0   0| 20 320   2   2 327
 18   3  79   0   0   1|   0  1532k|5185M  393M 57.0G  554M|1714k   10M|   0   244 |556 348  20   0   0| 20 313   3   2 309
 13   3  84   0   0   1|   0     0 |5185M  393M 57.0G  554M|1812k 8755k|   0     0 |554 346  20   0   0| 20 307   2   2 317
 17   3  79   0   0   1|   0     0 |5185M  393M 57.0G  554M|1894k 9740k|   0     0 |550 342  20   0   0| 20 304   3   2 323
 19   3  77   0   0   1|   0     0 |5182M  393M 57.0G  556M|2020k 8108k|   0     0 |554 346  20   0   0| 20 307   7   2 323
 14   3  82   0   0   1|   0   108k|5182M  393M 57.0G  556M|1886k 8827k|   0  2.00 |549 341  20   0   0| 20 304   2   2 336
 24   5  71   0   0   1|   0    32k|5182M  393M 57.0G  556M|2035k 8852k|   0  7.00 |549 340  20   0   0| 20 304   2   2 336
 21   4  73   0   0   2|   0     0 |5184M  393M 57.0G  555M|1895k 9985k|   0     0 |533 327  20   0   0| 20 292   8   2 357
 21   3  75   0   0   1|   0     0 |5184M  393M 57.0G  554M|1915k 8662k|   0     0 |530 322  20   0   0| 20 293   3   2 361
 15   3  81   0   0   1|   0     0 |5184M  393M 57.0G  554M|1951k 8854k|   0     0 |516 308  20   0   0| 20 284   2   2 370
 16   4  80   0   0   1|   0   112k|5186M  393M 57.0G  553M|2126k 9745k|   0  2.00 |454 256  20   0   0| 20 222   2   2 432
 17   3  80   0   0   1|   0     0 |5186M  393M 57.0G  553M|1818k 8745k|   0     0 |433 227  20   0   0| 20 202   3   2 439
 15   3  82   0   0   1|   0    48k|5186M  393M 57.0G  553M|1537k 7171k|   0  4.00 |426 221  20   0   0| 20 190   9   2 448
 16   3  81   0   0   1|   0     0 |5185M  393M 57.0G  553M|2089k 8679k|   0     0 |424 221  20   0   0| 20 190   8   2 450
 17   3  79   0   0   1|   0     0 |5185M  393M 57.0G  553M|1759k 8093k|   0     0 |421 214  20   0   0| 20 186   6   2 457
 13   2  84   0   0   1|   0    52k|5187M  393M 57.0G  552M|1673k 7804k|   0  2.00 |419 213  20   0   0| 20 184   3   2 460
 11   3  85   0   0   1|   0   296k|5186M  393M 57.0G  552M|1542k 7088k|   0  59.0 |406 199  20   0   0| 20 173   2   2 450
 11   3  86   0   0   1|   0    12k|5186M  393M 57.0G  552M|1668k 7392k|   0  2.00 |406 197  20   0   0| 20 173   2   2 450
 14   3  83   0   0   0|   0     0 |5186M  393M 57.0G  552M|1605k 7256k|   0     0 |401 191  20   0   0| 20 171   2   2 444
 17   3  79   0   0   1|   0    28k|5186M  393M 57.0G  552M|1956k 7501k|   0  4.00 |402 191  20   0   0| 20 169   2   2 411
 19   3  77   0   0   1|   0    96k|5185M  393M 57.0G  553M|1520k 6420k|   0  2.00 |400 189  20   0   0| 20 170   3   2 409
 15   4  80   0   0   1|   0    16k|5184M  393M 57.0G  554M|1668k 7521k|   0  3.00 |389 178  20   0   0| 20 155   2   2 430
 23   5  71   0   0   1|   0     0 |5184M  393M 57.0G  555M|1454k 6948k|   0     0 |383 174  20   0   0| 20 149   2   2 431
 13   3  83   0   0   1|   0     0 |5184M  393M 57.0G  554M|1707k 7666k|   0     0 |384 174  20   0   0| 20 150   3   2 429
 13   3  83   0   0   1|  12k    0 |5184M  393M 57.0G  554M|1793k 7641k|1.00     0 |386 175  20   0   0| 20 152   3   2 417
 18   4  77   0   0   1|   0   128k|5187M  393M 57.0G  551M|1789k 7267k|   0  6.00 |389 178  20   0   0| 20 155   2   2 405
 12   3  85   0   0   1|   0     0 |5180M  393M 57.0G  558M|1605k 6966k|   0     0 |379 173  20   0   0| 20 145   2   2 406
 17   2  80   0   0   1|   0    64k|5186M  393M 57.0G  552M|1635k 7477k|   0  14.0 |384 173  20   0   0| 20 150   5   2 417
 17   4  78   0   0   1|   0     0 |5179M  393M 57.0G  559M|1880k 8809k|   0     0 |377 168  20   0   0| 20 145   1   2 421
 21   4  75   0   0   1|   0     0 |5180M  393M 57.0G  558M|1925k 8067k|   0     0 |394 186  20   0   0| 20 165   8   2 420
 20   4  75   0   0   1|   0   132k|5180M  394M 57.0G  558M|2028k   10M|   0  6.00 |401 191  20   0   0| 20 165   1   2 414
 14   3  82   0   0   1|   0   232k|5180M  394M 57.0G  558M|1742k 8527k|   0  30.0 |404 194  20   0   0| 20 168   1   2 394
 20   3  76   0   0   1|   0  4096B|5180M  394M 57.0G  558M|1707k 7340k|   0  1.00 |407 196  20   0   0| 20 170   1   2 394
 18   5  77   0   0   1|   0     0 |5181M  394M 57.0G  558M|1896k 7444k|   0     0 |411 200  20   0   0| 20 164   1   2 403
 18   4  76   0   0   1|   0     0 |5180M  394M 57.0G  558M|1579k 6918k|   0     0 |404 194  20   0   0| 20 159   2   2 405
 19   4  76   0   0   1|   0    80k|5180M  394M 57.0G  558M|1712k 7250k|   0  2.00 |398 188  20   0   0| 20 156   1   2 399
 14   2  83   0   0   1|   0  1176k|5180M  394M 57.0G  558M|1722k 6328k|   0   189 |396 186  20   0   0| 20 153   1   2 400
 16   4  80   0   0   0|   0     0 |5181M  394M 57.0G  558M|1593k 7291k|   0     0 |387 177  20   0   0| 20 144   1   2 380
 19   4  76   0   0   1|   0     0 |5181M  394M 57.0G  557M|1920k 8304k|   0     0 |386 180  20   0   0| 20 142   1   2 381
 14   4  82   0   0   1|   0     0 |5181M  394M 57.0G  557M|1662k 7251k|   0     0 |387 181  20   0   0| 20 143   1   2 386
 18   4  78   0   0   1|   0    88k|5182M  394M 57.0G  556M|1701k 7902k|   0  2.00 |379 175  20   0   0| 20 139   1   2 342
 16   3  80   0   0   1|  12k   20k|5183M  394M 57.0G  555M|1980k 7406k|1.00  5.00 |386 179  20   0   0| 20 146   1   2 322
 15   3  81   0   0   1|   0     0 |5182M  394M 57.0G  556M|1911k 6816k|   0     0 |377 173  20   0   0| 20 143   0   2 312
 16   3  81   0   0   1|   0     0 |5182M  394M 57.0G  556M|1648k 6553k|   0     0 |375 170  20   0   0| 20 139   1   2 311
 17   3  79   0   0   1|   0     0 |5185M  394M 57.0G  553M|1771k 6295k|   0     0 |374 169  20   0   0| 20 139   0   2 297
 14   3  83   0   0   1|   0    88k|5186M  394M 57.0G  552M|1962k 6775k|   0  3.00 |369 164  20   0   0| 20 137   0   2 288
 18   3  78   0   0   1|   0     0 |5187M  394M 57.0G  552M|1964k 6384k|   0     0 |372 167  20   0   0| 20 143   0   2 250
 21   4  73   0   0   2|   0   116k|5187M  394M 57.0G  551M|2070k 8749k|   0  20.0 |387 182  20   0   0| 20 156   4   2 243
 24   6  69   0   0   2|   0     0 |5186M  394M 57.0G  552M|2056k   11M|   0     0 |388 183  20   0   0| 20 157   2   2 238
 12   3  85   0   0   0|   0     0 |5186M  394M 57.0G  553M|1967k 6989k|   0     0 |389 184  20   0   0| 20 159   4   2 235
 29   6  64   0   0   2|   0   368k|5238M  394M 57.0G  500M|1976k 7834k|   0  16.0 |422 209  20   0   0| 20 184   1   2 234
 26   6  66   0   0   2|   0   280k|5225M  394M 57.0G  513M|1940k 7402k|   0  58.0 |441 228  20   0   0| 20 200   7   2 228
 32   8  58   0   0   1|   0   396k|5226M  394M 57.0G  511M|1951k 9470k|   0  16.0 |446 228  20   0   0| 20 200   3   2 225
 22   6  70   0   0   1|   0    80k|5228M  394M 57.0G  510M|1798k 6532k|   0  4.00 |446 227  20   0   0| 20 199   1   2 222
 20   6  73   0   0   1|   0     0 |5226M  394M 57.0G  511M|1355k 5854k|   0     0 |435 222  20   0   0| 20 196   1   2 221
 23   5  71   0   0   1|   0     0 |5226M  394M 57.0G  511M|1640k 6100k|   0     0 |435 221  20   0   0| 20 195   1   2 222
 23   7  69   0   0   1|   0    12k|5226M  394M 57.0G  512M|1982k 6649k|   0  3.00 |437 223  20   0   0| 20 197   1   2 211
 21   7  70   0   0   1|   0   300k|5229M  394M 57.0G  509M|1813k 5839k|   0  6.00 |435 223  20   0   0| 20 192   1   2 203
 24   7  67   0   0   1|   0    16k|5229M  394M 57.0G  509M|1643k 6182k|   0  4.00 |428 217  20   0   0| 20 189   1   2 209
 28   5  65   0   0   1|   0     0 |5229M  394M 57.0G  509M|1657k 6677k|   0     0 |418 213  20   0   0| 20 180   1   2 215
 29   6  63   0   0   1|   0     0 |5215M  394M 57.0G  523M|2072k 7268k|   0     0 |400 190  20   0   0| 20 162   1   2 230
 25   7  67   0   0   1|   0    40k|5217M  394M 57.0G  518M|1800k 6469k|   0  10.0 |390 182  20   0   0| 20 156   2   2 230
 22   5  71   0   0   2|   0   820k|5190M  394M 57.0G  546M|1843k 6692k|   0  32.0 |383 174  20   0   0| 20 144   1   2 228
 13   3  83   0   0   1|   0   284k|5190M  394M 57.0G  545M|1776k 6826k|   0  15.0 |385 174  20   0   0| 20 148   1   2 227
